Gene.symbol	Gene.ID	adj.P.Val	logFC
LOC100506472///TAB1	100506472///10454	0.0676237943137468	0.308064209833334
NUPL2	11097	0.0677078502470019	0.504742215277779
NUS1	116150	0.0677078502470019	0.521573437666669
PMM1	5372	0.0677220386046565	0.574392687611112
PADI6	353238	0.0678451874711115	0.395469422444443
NR1H2	7376	0.0678661563086198	0.428477804777779
RHBDL1	9028	0.0678872020024472	0.390130988388889
POLR2J3///POLR2J2///POLR2J4///POLR2J	548644///246721///84820///5439	0.0679313427514551	1.20744515083333
EXOSC8	11340	0.0679504799437663	-0.580371815833336
		0.067955995076888	0.904039161888889
DNAJC18	202052	0.067955995076888	-0.52447156161111
TWF1	5756	0.0679784505952233	0.491390855055554
		0.0680212341154761	-1.51808322333333
		0.0680373736981555	0.702384644833334
CTTNBP2	83992	0.0681039384876863	0.359648180277778
TMEM8C	389827	0.0681039384876863	0.374735726055556
PSMB10	5699	0.0682860072110695	0.583302864333334
ESPN	83715	0.068354434399673	0.655026232777779
IDH3G	3421	0.068354434399673	0.93362255088889
		0.068354434399673	0.543688082055555
		0.068381181060318	-0.744037715000001
		0.068387781033579	0.632526408722225
SLC11A2	4891	0.0684782398161224	0.571597853277777
WBP11P1	441818	0.0684782398161224	0.431947261833332
H3F3AP4///H3F3A	440926///3020	0.0684782398161224	0.42755049611111
		0.0685850061773871	-0.367627025277778
COX5B	1329	0.0687238690278584	1.67032084383334
SNORD42B///CEP164	26808///22897	0.0687369880654329	-0.697239149722222
PBXIP1	57326	0.0687612872391124	-0.645586337777779
FUT10	84750	0.0687612872391124	-0.621158193833335
KANSL3	55683	0.0689340311739688	-0.429688928555556
		0.0689733217734221	-0.978378910388888
PSMD3	5709	0.0689733217734221	-0.343004071777777
LRRC37A2///LRRC37A6P///LRRC37A3///LRRC37A4P///LRRC37A	474170///387646///374819///55073///9884	0.0689733217734221	-0.746463358277779
NUDT2	318	0.0690087800293646	0.370413959944442
FBXL8	55336	0.0690264833585514	0.458484350611111
FAM3C	10447	0.069039568504487	-0.773365312222221
AFG3L2	10939	0.069039568504487	-0.63974987872222
BET1L	51272	0.0690656226378299	0.338006421222221
OSER1	51526	0.0690656226378299	0.688580853111112
HK1	3098	0.0691344616386766	0.72300106372222
MS4A1	931	0.0691344616386766	-1.20316052366667
PPP1R17	10842	0.0691344616386766	0.506756759833333
PRDM6	93166	0.0691522914797309	0.47851531138889
		0.0691924777380406	-0.803721890111111
NDUFB3	4709	0.0692144777350789	0.652963190944444
LATS1	9113	0.0692172769486614	0.448940028500002
		0.0692345856014984	-0.975612861555554
FAM234B	57613	0.0692345856014984	-0.520762815888887
		0.0692349270474956	0.820823241
		0.0692349270474956	-0.936066137722222
CSAG4///MAGEA12	100130935///4111	0.0692453691273216	0.479710550500001
FAM86JP	100125556	0.0692453691273216	-0.4750060665
VTN	7448	0.0692507618362331	0.425859389166664
		0.0692538263988614	0.809355552833334
		0.0692830435834318	-0.998447263833334
		0.0694201913260853	0.984172431833334
		0.0694201913260853	0.847716040500001
RABGAP1L	9910	0.0694201913260853	0.460507165777777
		0.0694348830997623	0.711395281333333
		0.0694619253875668	2.07993367516667
ORMDL2	29095	0.0694629503044916	1.04845667077778
PSKH1	5681	0.0694635945688546	0.349015557111112
KIAA0825	285600	0.0694635945688546	0.568185202055555
		0.0694997507722364	0.844955895611111
LOC100132686	100132686	0.0695933661939644	-0.593188596777778
		0.0696515761440521	0.692754135611112
		0.0696575166921732	0.461853876
FAM101B	359845	0.0696575166921732	-0.588602642277779
MALSU1	115416	0.0696904356668367	0.569224636388887
		0.0696960989734122	-1.30622282494445
UBE3A	7337	0.0696960989734122	-0.695398727555557
GSE1	23199	0.0697522588192265	-0.381844688277776
LOC100505549	100505549	0.0697750109470785	0.439152004277779
SLC6A18	348932	0.0697758014450069	0.355716704388887
SLC46A1	113235	0.0697758014450069	0.464193084555555
MITD1	129531	0.0697921313404776	0.722408004666669
WIZ	58525	0.0698165907153706	0.4264241775
		0.0698222969871047	-0.765468520055556
HEXA-AS1	80072	0.0699107279150437	0.484695922777779
GRID1	2894	0.0699107279150437	0.363654598000001
SNX2	6643	0.0699911964959033	1.5482825515
PROK1	84432	0.0699911964959033	0.46122866988889
		0.0699911964959033	0.548245026277777
CCDC71	64925	0.0700033797642127	0.396260579833334
MAB21L3	126868	0.0700174303179508	0.724569438222223
SPATA9	83890	0.0700244986535861	-0.305716788722223
		0.0700244986535861	0.851315698000001
SLC25A46	91137	0.0700286644711166	0.397811444222224
PDE4D	5144	0.0700354240993438	-0.913574026666666
TEX14	56155	0.0700512588177636	-0.533959949388888
PSMC2	5701	0.0700730661386996	-0.413616566055554
UPF3A	65110	0.0704851662443051	-0.938267401944443
IGKC	3514	0.0705124807859039	-0.799672382055555
		0.0705159357191536	-0.595368590166668
TRMT112	51504	0.0705159357191536	-0.362598550277779
DNAJB8	165721	0.0705250984753408	0.464896600499999
STARD8	9754	0.0706403064738401	0.710234533666666
LIN7B	64130	0.070644534842368	0.464807752277777
ZAK	51776	0.070644534842368	0.718548276
FAHD2A	51011	0.070644534842368	-0.467320733555557
		0.0706527215923405	-0.912666203666668
DENND6A	201627	0.0706567636983605	0.306656964277778
TRA2B	6434	0.0706567636983605	-0.347997813055555
PSENEN	55851	0.0707057170328163	0.784660120222222
NKX2-3	159296	0.0707301365430004	-0.900303637055556
		0.070730248414478	0.377890709555555
TSPAN17	26262	0.0707331833414121	0.557256442722223
ACTL6A	86	0.0707907748609937	-0.742665361222222
		0.0708545300867668	-0.72665945633333
		0.0709091507000986	0.458054444333335
SCAMP2	10066	0.0709091507000986	0.350772027888892
CCNL2	81669	0.0709095797750737	-0.483700595888888
		0.0709314049586626	0.406835537777778
GPR18	2841	0.0709449528894517	1.23947824927778
MAZ	4150	0.0711426166825773	-0.564291215833334
PLAC9	219348	0.0711426166825773	-0.518565086833333
KRTAP6-2	337967	0.0711715874432388	0.488215652277778
NSL1	25936	0.0711769302202876	0.419999923166667
SAV1	60485	0.0711769302202876	-0.677142845222222
		0.0712012750378657	0.611325715111112
LRG1	116844	0.0712012750378657	0.569647206000001
CCDC82	79780	0.0712258735907068	-0.779120053333334
RECQL5	9400	0.071226539774734	-0.471443276555558
ZRSR2	8233	0.0713185446971865	0.504956429888887
CDON	50937	0.0714671372951251	-0.411784062166666
HMGA1	3159	0.0714747086234718	-0.700083023555556
CCDC116	164592	0.0714941906052487	0.416692541
HNRNPL	3191	0.0714941906052487	-0.333088411277778
NMI	9111	0.0714941906052487	0.669382773055558
		0.0715186100485913	-0.832418466722223
		0.0715569391837857	0.624867745666667
LOC101929950///LOC440434///NPEPPS	101929950///440434///9520	0.0716476766474636	-0.333055291444445
SETD4	54093	0.0716528753453197	-0.569563216666666
CDC34	997	0.0717031083486349	0.452079121777777
CEACAM8	1088	0.0717035933344344	-1.1133822975
KDM4A	9682	0.0717947609308235	-0.590624476055556
LRIG1	26018	0.0718619205502343	0.605993440444442
CACNA1I	8911	0.071863038595215	0.393605306055556
ST6GALNAC1	55808	0.0718705965117267	-0.470273410055555
GSTA1	2938	0.071909957928143	0.528509874277777
LRFN2	57497	0.071909957928143	0.453055901277777
BAIAP2-AS1	440465	0.0719337310486897	0.497484655000001
TMEM104	54868	0.0719337310486897	0.497295505000001
EFNB1	1947	0.071942433213959	0.486789045833333
ZNF493	284443	0.071978757970534	-1.21848054772222
SKAP1	8631	0.0719892226997857	-0.791144876
FAM20B	9917	0.0719892226997857	-0.496751635055556
XIRP2	129446	0.0719892226997857	-0.548567285444445
HDC	3067	0.0719944059271682	-1.28831719261111
ARFGAP2	84364	0.0719944059271682	-0.701829632388892
		0.0719944059271682	-0.888324619833333
CCDC97	90324	0.0720344227440508	0.708667200944443
ATP6V0A2	23545	0.0720422023877044	-0.810434693055553
		0.0720515455916643	-0.651478553055554
PTPN2	5771	0.0720705064643665	0.619767319888891
LINC00665	100506930	0.0721047238017718	-0.794125968000002
PPM1N	147699	0.0722928326942642	0.489978941555556
		0.0723331525281546	0.229479479777777
		0.0723691102882439	0.524042017500001
ANXA2P2	304	0.0723691102882439	1.41723730122222
PDCD2	5134	0.0724126127560517	-0.337714995722222
TNFAIP8L2-SCNM1///SCNM1	100534012///79005	0.0724127594592805	0.529955086833334
VSIG10	54621	0.0725779884920125	-0.5067755405
SLC25A13	10165	0.0725779884920125	0.420784866111112
GNA11	2767	0.0727702739576421	0.629179834888888
		0.0728259569178115	-0.996319804722222
TAS2R13	50838	0.0728302865961012	-0.738745160333333
C1QL3	389941	0.0728937872099963	0.440215675111112
		0.0728942777383086	-0.772780567888888
TTN	7273	0.0729468507969635	-0.544358539333333
TMEM259	91304	0.0730275005610357	0.369079645222222
FBXO21	23014	0.0731079005095965	0.584763475555555
KRT80	144501	0.073208614304568	0.341866280055553
THEM4	117145	0.0732793356910775	-0.92821802972222
POMT1	10585	0.0732840246314114	-0.559929085555556
SLC38A2	54407	0.0732970191318555	-0.346140769166666
MT2A	4502	0.0732970191318555	0.714975157000003
		0.0733672584064907	-0.570308496666668
RPL6P27///RPL6	645387///6128	0.0735271389645692	-0.380946288888889
HACL1	26061	0.0735271389645692	-0.390521816888892
		0.0735271389645692	-0.797630071111111
		0.0735271389645692	-1.19565996238889
MUC19	283463	0.0736257704781844	-0.551984696333334
VSTM4	196740	0.0736473964109696	-0.581550225388889
OSBPL10	114884	0.0736564764955723	-0.437936632500002
		0.073673308210365	-0.404213710888889
		0.0736877512148946	0.908188672888887
ENPP4	22875	0.0738376302991679	-0.717038409666667
CCNDBP1	23582	0.0738376302991679	0.424485378555556
		0.0738778714327232	-0.55405237961111
FKBP4	2288	0.0738931961781597	-0.61994403261111
		0.0739143936363265	-1.02782998588889
		0.0739143936363265	0.990047941944445
COPE	11316	0.0739813031865706	0.379231616944447
NSUN5P2///NSUN5P1///NSUN5	260294///155400///55695	0.0739819072663189	-0.546115649944446
KCNH2	3757	0.0739941180555262	-0.399592309000001
TMC8	147138	0.0739941180555262	-0.420097342277776
IPP	3652	0.0740547129877216	-0.727394368722221
LY6G6C	80740	0.0740879309442326	-0.663828885333334
		0.0740879309442326	-0.834152727777778
GUF1///GUF1	60558///60558	0.0741175012801004	-0.504080628388888
ZNF219	51222	0.0741376656643661	-0.472194597444443
GLDC	2731	0.0741448829628975	0.636305035277777
CHMP4B	128866	0.0741584576305433	0.477777710166668
EBLN2	55096	0.0741877035520712	-0.763419819222221
		0.0742159364763202	0.810810019
		0.074258260923184	0.87740459738889
		0.0742729425709258	-1.1025894095
AKAP8L	26993	0.0743119929297055	-0.287044750055555
OSBP2	23762	0.0743896020528653	-0.661413838944445
		0.0743958285423374	-0.473720861722223
CASR	846	0.0743958285423374	0.406604461388889
EEF2	1938	0.0743958285423374	-0.274812590555554
		0.0743958285423374	0.507640562777778
SNX16	64089	0.0744145622012868	0.755984636444444
		0.0744715108575658	-0.735489030666668
MICA	100507436	0.0744715108575658	0.684651525388889
OR7E37P///MGC72080///OR7E5P///DAPL1///OR7E24///OR7E47P///OR7E12P///OR7E14P	100506759///389538///219445///92196///26648///26628///10821///10819	0.0744776610406041	0.656615254277778
		0.0744776610406041	1.30166599388889
RPP25	54913	0.0745098082753601	0.530948181833335
RNPS1	10921	0.0745557958823341	-0.341889968888886
ZNF750	79755	0.0745929364748778	0.399560107444444
		0.0745929364748778	-0.536066688111109
IDUA	3425	0.0746204938107809	0.457081538944446
C2orf83	56918	0.0746204938107809	0.442755880055556
		0.0746265841987209	-1.12440026511111
DOK4	55715	0.0746881666033102	-0.588742475222221
PDIK1L	149420	0.0747577829885775	-0.748481298722222
		0.074814363900259	-0.664439638666671
		0.0748617207715746	0.907513816388888
C2orf68	388969	0.0749137717550251	0.337803480944442
		0.0749709873449363	1.20917195866667
ITPA	3704	0.0750190282007602	-0.524760974000001
PGLYRP4	57115	0.0750528945324215	0.346471159722223
CBR1	873	0.0750562688528903	0.664127078999998
		0.0751627995088797	-0.362676445
		0.0752080287813687	0.833778737444445
LMNTD2	256329	0.0752550177944391	0.341785791388888
EFR3A	23167	0.0752571626441482	0.555227310111116
ARHGAP30	257106	0.075351795304254	0.853876467166663
ART4	420	0.0753867012388474	-0.934690595277777
TOR1AIP2	163590	0.0753867012388474	-0.450781208
		0.075396264391622	0.762241091444444
ZNF542P	147947	0.0754056988358753	-0.845506932722222
SPAG17	200162	0.0754266506861948	0.30068286238889
		0.0754494189790821	-0.550948162555556
		0.0754728506882315	-0.581977381444443
SNRPF	6636	0.0755100564291844	-0.696732165833333
RPRD1B	58490	0.0755291496574271	-0.471821108888888
SLC35D1	23169	0.0755634420005588	-0.932771557388888
DDX17	10521	0.0755678804321918	-0.294719796666671
USP47	55031	0.0755819125455366	-0.845923853833333
TXLNA	200081	0.0756018626363386	-0.355060696388887
SERPINA11	256394	0.0756325166249004	0.508590619500001
SLC10A1	6554	0.075672538759235	0.407333431000001
		0.0756962160264299	-0.641296898555552
		0.0757075004313972	0.398833144222222
MYEOV	26579	0.075763879915391	0.516129713722223
CDC42SE1	56882	0.0759004408205933	0.598914301555558
		0.0759167589430647	-0.328829269555555
		0.0759483602855801	0.522027856444446
FHDC1	85462	0.0759511795346923	-0.878016533222224
TMEM45B	120224	0.076004965138763	0.586600512888888
		0.076062104746092	-0.680856589888889
SLF2	55719	0.076070082999866	0.422071683555557
TXNIP	10628	0.0761855595435289	0.472972100555555
NRTN///NRTN	4902///4902	0.0761866207904358	0.500405110722222
		0.0764563692661614	-1.17545270294444
UBR2	23304	0.0764708270119817	0.342993234444442
SLC25A6	293	0.076475732059464	0.719641820055555
TMEM91	641649	0.0765051586978415	0.53266829822222
GNRH2	2797	0.0765613716343534	0.410215694333333
TMEM229B	161145	0.0765703731769699	0.829359901055556
RPL3	6122	0.0765749513050254	-0.463721831111108
KRT6C///KRT6B///KRT6A///KRT5	286887///3854///3853///3852	0.0765804791162566	0.427198966166666
MGST3///MGST3	4259///4259	0.0767069066257076	0.743647828888886
PTGR2	145482	0.0767123024726284	-0.431457700833334
GPRASP1	9737	0.0767273618425612	-0.534176698944444
NABP1	64859	0.076819256223066	-0.542760418777778
		0.0768197964723755	-0.758758979833331
		0.0768197964723755	-0.408482733944444
AHDC1	27245	0.0768197964723755	-0.388835210055554
CRYGN	155051	0.0768197964723755	0.486630234722223
		0.0768197964723755	-0.786958687888891
TUBB6	84617	0.0768633756671115	-0.478074216055557
ZNF614	80110	0.0768633756671115	-0.614233433388889
BCAR1	9564	0.0768633756671115	0.453194852277777
		0.0768815829727843	-0.713276394055558
MBTPS2///MBTPS2	51360///51360	0.0768815829727843	-0.518239097777779
CSK	1445	0.0769708389522471	0.502381990166664
TMEM185A	84548	0.0770242268757973	-0.583012892777777
C19orf73	55150	0.0770603351033587	0.458376435333333
ENOPH1	58478	0.0770812423869214	-0.804388155888891
LINC01366	257358	0.0770964633055174	0.478394046777779
OLIG1	116448	0.0771015562928245	0.517710182888888
		0.0771030994426714	0.548723944111112
SORCS1	114815	0.077134236712223	-0.495057535222223
GBAS	2631	0.0771404680085151	1.03256562377778
FAM162A	26355	0.0771940453542529	-0.560908377277777
CCDC153	283152	0.0772126889716588	0.523701233444444
ETV7	51513	0.077349979090277	0.713066381777778
CDV3	55573	0.077425236796884	0.320687262944441
		0.0775182306627739	-0.548099926722223
MIR19B2	406981	0.0775559514401036	-0.314448138833334
		0.0775751418820532	-1.11420370722222
		0.0776344504200813	-0.745810235277776
		0.0777762234963071	-0.682325738222223
C2orf61	285051	0.0777901106150231	0.617580862277778
NUDT10	170685	0.0778486855424819	-0.522261301222223
		0.0780408831398213	1.0929172755
GLOD4	51031	0.0780912168493561	-1.22436591477778
NTM	50863	0.0781164113462782	0.440644732277779
DDX21	9188	0.0781532607807061	-0.695021801444444
USMG5	84833	0.0782941188430434	1.24880920788889
CPNE7	27132	0.0783784840333973	-0.463051203277778
		0.0783784840333973	-1.00158499105556
SERPINA13P	388007	0.0783879091793085	0.480199352611111
KIF2A	3796	0.0785007756279257	-0.747545077499999
		0.0785007756279257	-0.935421046277781
TPGS2	25941	0.0785176850454031	-0.74978633738889
RBL2	5934	0.0785180072589741	0.455824748722222
RNU11	26824	0.0785246604445231	0.962655452666668
LIPC	3990	0.078618727697631	-0.645149177999999
		0.0786376369954168	-0.953664859222223
		0.0786431343136235	-0.530217093555556
FZD2	2535	0.0786431343136235	0.560843547166666
FAM96A	84191	0.0787139676413465	0.484063199444444
		0.0787139676413465	0.499807483055553
UQCRB	7381	0.0787236039025155	0.891781831777778
		0.0788652980544364	-0.849810153833334
ST7	7982	0.0789121323506731	-0.679995659388887
PKD1L1	168507	0.0789304319997598	0.308941924111111
C11orf71	54494	0.0789856345897245	1.01747194472222
MED30	90390	0.0790395802165019	0.852736646277777
NPW	283869	0.0790395802165019	-0.494581389111112
ACBD7	414149	0.0790543885062374	-0.479137127944445
		0.079126270523572	-0.689228227833336
TDRD7	23424	0.079126270523572	0.584792481166665
SNRPE	6635	0.079126270523572	-0.796819561777778
ADAMTS17	170691	0.0791362281558907	0.347478352055557
		0.0791462533201483	1.06926549572222
		0.0791462533201483	-1.14184390755556
		0.0792098190207359	-0.418976279277778
SH3BGRL	6451	0.0792098190207359	1.31689133538889
ACBD6	84320	0.0792157125726275	-0.521020588722222
		0.0793121936826102	-0.780880819333333
		0.0793291703830302	-0.72249033816667
MAP4K4	9448	0.0793670382178305	0.559152519555554
SSPN	8082	0.079503998783344	-0.688707485666667
		0.079503998783344	0.4515162705
ZNF248	57209	0.0795189438836211	-0.631837349777779
TM6SF2	53345	0.0795189438836211	0.341602989055557
		0.0795219236421736	-0.785470791944446
NAPSA	9476	0.0795219236421736	0.559021871555557
ZBTB4	57659	0.0795704787454007	0.423087402444444
MAP3K12	7786	0.0795704787454007	0.429510073055556
PTGS1	5742	0.0796167679361274	0.672147189444444
RAC2	5880	0.0796167679361274	0.47867881283333
SETD3	84193	0.0796204776254784	0.430522422277776
		0.0796474582198066	-0.634758063666665
PDIA3P1///PDIA3	171423///2923	0.0796475932027515	-1.07405620044445
L3MBTL3	84456	0.0798393254613863	0.492676284500002
PLCH1	23007	0.0798393254613863	-0.637649693499999
AP3S1	1176	0.080078680754111	0.871946639722225
APOC1	341	0.080181808939745	-0.771293968722223
		0.080190143233029	0.887898737333336
		0.0802136795651618	0.317479709444445
PSMB9	5698	0.0802603074549568	0.8383279295
		0.0802819232581403	-1.30117437094444
ZNRF2P1	441208	0.0803037385570031	-0.794937750388891
		0.0803351989327492	0.408114374666667
KCNK3	3777	0.0803351989327492	0.401491813944446
KRTAP1-5///KRTAP1-1///KRTAP1-3///KRTAP1-3	83895///81851///81850///81850	0.080415733607405	0.509838636888889
LITAF	9516	0.0804158484093454	0.492836204833335
		0.0804262840218428	0.642158162222222
		0.0804262840218428	0.898948498111111
SORCS2	57537	0.0804353869493785	0.521561119388887
1060P11.3///KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1	100506173///100132285///553128///115653///57292///3813///3812///3811///3810///3809///3808///3806///3805///3804///3803///3802///3813///3812///3811///3810///3808///3802	0.0804353869493785	0.831676514666666
		0.0804353869493785	0.2309129245
RNF216P1	441191	0.0804393909755427	0.5418260125
ZNF326	284695	0.0805168119582857	-0.573819001166666
MXD4	10608	0.0805328602565235	0.362433266388888
FOXP4	116113	0.0805357954391509	0.471823050444444
LGALS9C///LGALS9B///LGALS9	654346///284194///3965	0.0805410383241831	0.382190153555557
CCT8	10694	0.0805701101507128	-0.632157200555556
		0.0805701101507128	-0.753521246055556
CEMP1	752014	0.0806132030983654	0.465732032499999
C11orf31	280636	0.0806289692970413	-0.493913672611113
		0.0806478051705173	0.604670315555556
LBX1	10660	0.0806947358295316	0.365031857555558
RMRP	6023	0.0807155019323495	-0.638392501166669
UPF3A	65110	0.0807299754855168	-0.398634429833332
		0.0807984530715478	0.476674387111109
GBP7	388646	0.0808766508049388	0.569713740333334
LGALS4	3960	0.0808766508049388	0.711110125833334
C8orf46	254778	0.0808766508049388	0.484441423111112
		0.0808766508049388	-0.394812354000001
OAF	220323	0.0808766508049388	0.590132379111112
EPCAM	4072	0.0808766508049388	-1.08309084161111
		0.0809163641598193	0.391939076944445
MIGA1	374986	0.0809958812896112	-0.863628328777775
SETD1B	23067	0.0809972819360353	0.356845468277779
AGAP5///AGAP9///AGAP12P///AGAP6///AGAP11///AGAP4	729092///642517///414224///414189///119385///119016	0.0810726847303851	0.72582806388889
MOV10L1	54456	0.081109291825332	0.358217609111111
ADAMDEC1	27299	0.081296821301662	0.628358072555555
ZNF670-ZNF695///ZNF695	100533111///57116	0.081296821301662	-0.602185911500001
WRB	7485	0.081296821301662	-0.438911638944444
CSF1	1435	0.0813362292380196	-0.81348959572222
IRF2BP2	359948	0.0813843499555014	-0.398883364611111
MYADML	151325	0.0814031277231225	0.415464328222223
WHAMM	123720	0.0814061653728794	0.501699725000001
		0.0814419629491238	0.400802903388889
NEIL3	55247	0.08157759009897	-0.882986115777776
UBXN1	51035	0.0815906753920692	0.279659288333336
CWC22	57703	0.0816507382485924	-0.395091092444441
CCDC47	57003	0.0816507382485924	-0.597175006111111
		0.081665550676178	0.427997912833332
AMOT	154796	0.08168318268824	-0.581754826222221
		0.0817061195958254	-0.978727443777778
FLJ25758	497049	0.0817061195958254	0.434685335611112
TFDP3	51270	0.0817798790785627	0.341044610444444
ZNF175	7728	0.0817807039012291	-0.822401900944445
		0.0817883737974056	1.03592858211111
SSRP1	6749	0.0818149765995631	-0.635806489500001
NR1I3	9970	0.0818149765995631	0.486404801277778
		0.0818269248966325	-0.693628335888889
PPM1D	8493	0.0818891977049241	0.4447242405
HNRNPA1	3178	0.0818891977049241	-0.82359745988889
		0.0820014867537535	0.7104490935
		0.0820118209127959	-1.54119378405555
CC2D1B	200014	0.0820188596161622	0.312279065111113
CTAGE8///CTAGE4///CTAGE11P///CTAGE9///CTAGE15///CTAGE6///CTAGE1///CTAGE5	100142659///100128553///647288///643854///441294///340307///64693///4253	0.082145560797723	0.663372410388886
CDC42EP5	148170	0.082145560797723	0.485356225555553
HBP1	26959	0.0821491116157022	0.480479346777779
N6AMT1	29104	0.0821584416730692	-0.695251107944444
UMODL1	89766	0.0821765022878429	-0.426756762833334
TMEM249///FBXL6	340393///26233	0.0821765022878429	0.388977336722222
		0.0822089386852248	0.381154918055557
		0.0822289356571032	0.557735644888887
		0.0822289356571032	0.772802844833333
CLUH	23277	0.082245998376348	-0.454088846833333
ZMYM3	9203	0.0822607489946336	-0.518558462277778
LOC554174	554174	0.0822796850242843	-0.8117929515
LRRC38	126755	0.0822796850242843	0.5129202945
PURA	5813	0.0822796850242843	0.848794296055557
PIRT	644139	0.0823708970683575	0.474936311444445
LPAR2	9170	0.0823708970683575	0.500791747499999
THEM5	284486	0.0823708970683575	0.378754554722222
FOXP3	50943	0.0823708970683575	0.566640257666665
		0.0823708970683575	-0.565920823222222
OR3A2	4995	0.0826100212565132	-0.6947978385
GCNT1	2650	0.0826123820987266	-0.73042620738889
MSH5-SAPCD1///SAPCD1	100532732///401251	0.0827024699845166	-0.464591890666668
ELOVL7	79993	0.0827143602278635	-1.09583324594445
NRXN2	9379	0.0827188316469059	-0.444639737166667
RNF7	9616	0.0827276915397336	0.667952490555555
FLRT1	23769	0.0827538918211393	0.548878878722221
C1orf210	149466	0.0827538918211393	0.528718374222222
EIF2B4	8890	0.0827538918211393	0.495300849555556
FOXO3	2309	0.0828250756988245	0.63240300288889
DMWD	1762	0.0828264668913294	0.356247920388888
MAP3K8	1326	0.0828924588149133	0.659400571555557
GAL	51083	0.0829178058747085	-0.476714859333333
		0.0830002134878588	-1.4583338465
BAZ1A	11177	0.0830002134878588	0.666697635555556
PCYT1B	9468	0.0830002134878588	-0.572826081611109
ATXN7L3B	552889	0.0830002134878588	-0.682918505666667
LENG8	114823	0.0830002134878588	-0.412609524722221
SRP14	6727	0.0830002134878588	0.757514122944446
		0.0830002134878588	0.466149182222221
DECR2	26063	0.0830002134878588	-0.298887055444445
CXCL8	3576	0.0830131554335306	1.65275441161111
PPP2R2D	55844	0.0830972109263616	0.589687204888889
		0.0831325730760049	0.454722625611112
CREBZF	58487	0.0831325730760049	-0.871732379222223
TUBA1B	10376	0.0831560267622253	-0.408036393833333
FAM87B///FAM87A	400728///157693	0.0831769033550309	0.409243275555556
COL2A1	1280	0.0831843224574283	0.309546300388889
		0.083500706689917	-1.94968888822222
ST3GAL1	6482	0.083500706689917	0.629589866888889
		0.0835022770368323	0.330088032722223
		0.0835022770368323	-0.731232588055557
		0.0835066795337837	-0.867150254666666
		0.0835087065377409	0.651962230944444
		0.0835238754854061	1.00999749461111
DGCR6	8214	0.0835541567533895	0.593418343555557
TLCD2	727910	0.0837181391500922	0.345035000277781
CCDC130	81576	0.0837181391500922	0.614082030666666
SOX12	6666	0.0837216344761844	-0.52072071988889
		0.0837785232647692	0.642418690055555
TAF5L	27097	0.0838409694637875	0.34088020661111
UBFD1	56061	0.0840424559969202	-0.370363249166669
NHLRC4	283948	0.0842466816347602	0.41811878227778
MED10	84246	0.0842466816347602	0.575089800944445
		0.0842596924754872	0.525933054388889
UPK1A-AS1	100862728	0.0844342613599794	0.380584174
FERMT1	55612	0.0845020487674187	-0.725650241333332
		0.0845123431903092	0.302094359666667
ERV3-1	2086	0.084529733998914	-0.705360987277776
MIR600HG	81571	0.0845721115604342	-0.567565861722222
SSU72	29101	0.0846013904937908	0.361527897333334
TREX2	11219	0.084657265642083	0.479216797055556
TXN	7295	0.0846893666935075	-0.791714830722221
		0.0846917019947857	0.4472668325
DHODH	1723	0.0846944346781749	-0.517361065277779
		0.084714955544683	-0.190435915500001
		0.0847865675965158	0.337857537833334
KARS	3735	0.0848497006093074	-0.307561061888888
MRPL18	29074	0.0849520546137713	-0.497273174888886
RPL37A	6168	0.0850077221999437	-0.900296413999999
UBR4	23352	0.0850239783812107	-0.322797813277777
CRABP2	1382	0.0850239783812107	0.3776915155
ZC3H12B	340554	0.0850346857771657	-0.531099772111112
SDHAP3///SDHAP2///SDHAP1///SDHA	728609///727956///255812///6389	0.0850645368129062	-0.485783749611112
PSMA2///PSMA2	5683///5683	0.0850645368129062	1.29519732666667
SNORD38A	94162	0.0850645368129062	-0.803083245055555
F8A3///F8A2///F8A1	474384///474383///8263	0.0850645368129062	1.15614557133333
ANKRD2	26287	0.0851155822798384	0.374391597444444
		0.0851155822798384	-0.924743131555555
		0.0851247733972323	0.889654844444446
SNORD37	26812	0.0851534065915047	-0.546467586111113
ANP32D	23519	0.0851886160113211	0.391959535055555
UTP15	84135	0.0851886160113211	-0.682957168
WASH1	100287171	0.0853911746404313	-0.653996819777776
LINC00467	84791	0.0853911746404313	0.882257573166665
PIR-FIGF///PIR	100532742///8544	0.0854387051782235	-0.614559649277778
		0.0854408192402537	1.00430100927778
		0.0854483297161294	-0.762109507722222
CCDC3	83643	0.0856608822473142	-0.707862746111111
TMEM179	388021	0.0856608822473142	0.374609029
ULK1	8408	0.0856907406865961	0.359647403944443
TMSB4Y	9087	0.0857098990161918	-0.585787510944444
MRPL37	51253	0.0858553323774598	-0.460108470833333
C3orf38	285237	0.0858553323774598	0.611200898777777
		0.0858648403057688	-1.52178743333333
CDH24	64403	0.0858665684902654	-0.450818385444443
CENPB	1059	0.0858837977642085	0.468756924888889
		0.0859278983451024	0.710663972833334
HMGN4	10473	0.0859771954525252	0.812201611999999
		0.0859813902692583	-1.00331754166667
ARMC6	93436	0.08604770882163	-0.501492025555555
